Time(s),CH1V,CH2V
-2.000000e-06,3.066667e-03,1.473333e-01
-1.980000e-06,-1.040000e-02,7.999999e-02
-1.960000e-06,-5.866667e-03,9.133332e-02
-1.940000e-06,3.066667e-03,4.666666e-02
-1.920000e-06,-1.040000e-02,3.533333e-02
-1.900000e-06,-2.533333e-03,1.140000e-01
-1.880000e-06,-3.733333e-03,1.580000e-01
-1.860000e-06,3.066667e-03,1.640000e-01
-1.840000e-06,1.666667e-02,2.140000e-01
-1.820000e-06,3.066667e-03,5.199999e-02
-1.800000e-06,-1.493333e-02,5.799999e-02
-1.780000e-06,-7.066667e-03,1.413333e-01
-1.760000e-06,-1.493333e-02,2.000000e-03
-1.740000e-06,2.226667e-02,9.666666e-02
-1.720000e-06,-4.213334e-02,6.933333e-02
-1.700000e-06,2.346667e-02,1.246667e-01
-1.680000e-06,-1.466667e-03,1.920000e-01
-1.660000e-06,-2.533333e-03,8.599999e-02
-1.640000e-06,-1.040000e-02,-9.333332e-03
-1.620000e-06,-1.040000e-02,7.999999e-03
-1.600000e-06,-1.946667e-02,9.133332e-02
-1.580000e-06,-2.853333e-02,9.133332e-02
-1.560000e-06,3.026667e-02,1.806667e-01
-1.540000e-06,-9.333333e-03,1.360000e-01
-1.520000e-06,8.000000e-04,5.799999e-02
-1.500000e-06,-2.666667e-04,9.133332e-02
-1.480000e-06,-8.133333e-03,9.133332e-02
-1.460000e-06,-1.613333e-02,6.333333e-02
-1.440000e-06,-1.040000e-02,1.333333e-02
-1.420000e-06,8.000000e-04,1.306667e-01
-1.400000e-06,-1.466667e-03,6.933333e-02
-1.380000e-06,-4.800000e-03,1.246667e-01
-1.360000e-06,7.600000e-03,5.799999e-02
-1.340000e-06,8.000000e-04,1.360000e-01
-1.320000e-06,-3.733333e-03,3.533333e-02
-1.300000e-06,-9.333333e-03,9.133332e-02
-1.280000e-06,-1.720000e-02,6.933333e-02
-1.260000e-06,-9.333333e-03,1.193333e-01
-1.240000e-06,-5.866667e-03,1.693333e-01
-1.220000e-06,-1.466667e-03,1.693333e-01
-1.200000e-06,5.333333e-03,1.580000e-01
-1.180000e-06,-2.533333e-03,3.000000e-02
-1.160000e-06,-2.173333e-02,3.533333e-02
-1.140000e-06,-1.386667e-02,9.133332e-02
-1.120000e-06,-1.466667e-03,1.246667e-01
-1.100000e-06,-1.160000e-02,8.599999e-02
-1.080000e-06,-1.466667e-03,2.366666e-01
-1.060000e-06,4.266667e-03,1.526667e-01
-1.040000e-06,7.600000e-03,2.026666e-01
-1.020000e-06,-8.133333e-03,7.466666e-02
-1.000000e-06,8.000000e-04,7.999999e-02
-9.800000e-07,-2.173333e-02,6.333333e-02
-9.600000e-07,-5.866667e-03,3.533333e-02
-9.400000e-07,-1.613333e-02,6.933333e-02
-9.200000e-07,5.333333e-03,1.360000e-01
-9.000000e-07,2.000000e-03,9.133332e-02
-8.800000e-07,9.866667e-03,1.360000e-01
-8.600000e-07,-5.866667e-03,8.599999e-02
-8.400000e-07,8.000000e-04,1.473333e-01
-8.200000e-07,-1.160000e-02,3.533333e-02
-8.000000e-07,-1.040000e-02,1.693333e-01
-7.800000e-07,4.266667e-03,1.246667e-01
-7.600000e-07,-8.133333e-03,1.246667e-01
-7.400000e-07,9.866667e-03,1.306667e-01
-7.200000e-07,5.333333e-03,1.140000e-01
-7.000000e-07,-4.800000e-03,9.666666e-02
-6.800000e-07,-1.040000e-02,1.920000e-01
-6.600000e-07,-1.466667e-03,9.666666e-02
-6.400000e-07,5.333333e-03,1.246667e-01
-6.200000e-07,-8.133333e-03,1.306667e-01
-6.000000e-07,-1.040000e-02,1.360000e-01
-5.800000e-07,5.333333e-03,1.580000e-01
-5.600000e-07,8.000000e-04,1.693333e-01
-5.400000e-07,8.000000e-04,9.133332e-02
-5.200000e-07,-1.040000e-02,7.999999e-02
-5.000000e-07,-2.666667e-04,1.193333e-01
-4.800000e-07,-1.266667e-02,1.140000e-01
-4.600000e-07,-8.133333e-03,5.799999e-02
-4.400000e-07,-1.466667e-03,1.473333e-01
-4.200000e-07,5.333333e-03,1.360000e-01
-4.000000e-07,-3.733333e-03,1.026667e-01
-3.800000e-07,2.000000e-03,1.360000e-01
-3.600000e-07,-1.040000e-02,1.140000e-01
-3.400000e-07,-1.386667e-02,1.080000e-01
-3.200000e-07,-1.720000e-02,3.533333e-02
-3.000000e-07,-9.333333e-03,8.599999e-02
-2.800000e-07,-1.466667e-03,1.473333e-01
-2.600000e-07,-2.666667e-04,1.026667e-01
-2.400000e-07,7.600000e-03,2.140000e-01
-2.200000e-07,-1.466667e-03,6.333333e-02
-2.000000e-07,-8.133333e-03,2.000000e-03
-1.800000e-07,-1.946667e-02,5.799999e-02
-1.600000e-07,-1.266667e-02,1.140000e-01
-1.400000e-07,-7.066667e-03,1.140000e-01
-1.200000e-07,8.000000e-04,1.140000e-01
-1.000000e-07,8.000000e-04,1.306667e-01
-8.000000e-08,1.440000e-02,1.246667e-01
-6.000000e-08,2.000000e-03,1.140000e-01
-4.000000e-08,7.600000e-03,9.133332e-02
-2.000000e-08,-3.733333e-03,4.133333e-02
9.727644e-22,2.766667e-01,1.028667e+00
2.000000e-08,1.248667e+00,3.600000e+00
4.000000e-08,1.293867e+00,3.940000e+00
6.000000e-08,2.282800e+00,4.447999e+00
8.000000e-08,3.050133e+00,4.832666e+00
1.000000e-07,3.027600e+00,4.821333e+00
1.200000e-07,2.186667e+00,4.688000e+00
1.400000e-07,1.647600e+00,4.604000e+00
1.600000e-07,1.499467e+00,4.587333e+00
1.800000e-07,1.363867e+00,4.682000e+00
2.000000e-07,1.174000e+00,4.698666e+00
2.200000e-07,8.146667e-01,4.637333e+00
2.400000e-07,6.089333e-01,4.653999e+00
2.600000e-07,2.453333e-02,3.449333e+00
2.800000e-07,-1.048000e+00,1.128667e+00
3.000000e-07,-7.914667e-01,1.000667e+00
3.200000e-07,-6.773334e-01,7.719999e-01
3.400000e-07,-5.032000e-01,6.100000e-01
3.600000e-07,-3.494667e-01,5.266666e-01
3.800000e-07,-2.648000e-01,3.873333e-01
4.000000e-07,-3.337334e-01,2.473333e-01
4.200000e-07,-4.274667e-01,2.200000e-01
4.400000e-07,-4.625333e-01,9.133332e-02
4.600000e-07,-4.433333e-01,1.526667e-01
4.800000e-07,-4.398667e-01,1.246667e-01
