Time(s),CH1V,CH2V
-2.000000e-06,-5.866667e-03,9.133332e-02
-1.980000e-06,-4.800000e-03,1.026667e-01
-1.960000e-06,-3.733333e-03,1.140000e-01
-1.940000e-06,8.800000e-03,9.666666e-02
-1.920000e-06,-3.733333e-03,5.799999e-02
-1.900000e-06,1.440000e-02,6.333333e-02
-1.880000e-06,8.000000e-04,3.533333e-02
-1.860000e-06,-8.133333e-03,4.666666e-02
-1.840000e-06,-5.866667e-03,1.140000e-01
-1.820000e-06,-1.040000e-02,9.133332e-02
-1.800000e-06,-1.720000e-02,6.933333e-02
-1.780000e-06,-2.666667e-04,1.306667e-01
-1.760000e-06,-3.733333e-03,7.999999e-02
-1.740000e-06,4.266667e-03,4.133333e-02
-1.720000e-06,-2.173333e-02,2.000000e-03
-1.700000e-06,2.000000e-03,-1.466667e-02
-1.680000e-06,-1.040000e-02,1.140000e-01
-1.660000e-06,-5.866667e-03,1.473333e-01
-1.640000e-06,-1.040000e-02,1.473333e-01
-1.620000e-06,-2.666667e-04,1.413333e-01
-1.600000e-06,-1.466667e-03,1.246667e-01
-1.580000e-06,-1.466667e-03,5.799999e-02
-1.560000e-06,-8.133333e-03,1.026667e-01
-1.540000e-06,-9.333333e-03,9.666666e-02
-1.520000e-06,3.066667e-03,1.246667e-01
-1.500000e-06,-2.533333e-03,1.693333e-01
-1.480000e-06,-5.866667e-03,1.140000e-01
-1.460000e-06,5.333333e-03,5.799999e-02
-1.440000e-06,1.213333e-02,1.140000e-01
-1.420000e-06,3.066667e-03,1.026667e-01
-1.400000e-06,-1.493333e-02,1.333333e-02
-1.380000e-06,-1.266667e-02,1.333333e-02
-1.360000e-06,-1.266667e-02,-9.333332e-03
-1.340000e-06,-2.533333e-03,1.080000e-01
-1.320000e-06,7.600000e-03,1.473333e-01
-1.300000e-06,1.213333e-02,1.026667e-01
-1.280000e-06,5.333333e-03,1.806667e-01
-1.260000e-06,2.000000e-03,6.933333e-02
-1.240000e-06,-3.733333e-03,9.133332e-02
-1.220000e-06,-3.733333e-03,9.133332e-02
-1.200000e-06,-1.040000e-02,1.140000e-01
-1.180000e-06,-5.866667e-03,1.193333e-01
-1.160000e-06,3.066667e-03,1.246667e-01
-1.140000e-06,-1.466667e-03,8.599999e-02
-1.120000e-06,1.893333e-02,1.026667e-01
-1.100000e-06,-8.133333e-03,4.133333e-02
-1.080000e-06,9.866667e-03,5.799999e-02
-1.060000e-06,-1.266667e-02,8.599999e-02
-1.040000e-06,-1.466667e-03,1.333333e-02
-1.020000e-06,-9.333333e-03,1.193333e-01
-1.000000e-06,-3.733333e-03,1.246667e-01
-9.800000e-07,-2.666667e-04,1.193333e-01
-9.600000e-07,-2.853333e-02,1.026667e-01
-9.400000e-07,2.573333e-02,1.640000e-01
-9.200000e-07,-3.306667e-02,2.000000e-03
-9.000000e-07,-2.533333e-03,9.133332e-02
-8.800000e-07,-3.733333e-03,1.026667e-01
-8.600000e-07,-9.333333e-03,1.246667e-01
-8.400000e-07,7.600000e-03,1.360000e-01
-8.200000e-07,2.000000e-03,1.140000e-01
-8.000000e-07,3.066667e-03,1.806667e-01
-7.800000e-07,2.000000e-03,9.666666e-02
-7.600000e-07,-8.133333e-03,5.799999e-02
-7.400000e-07,-1.386667e-02,6.933333e-02
-7.200000e-07,-1.040000e-02,1.333333e-02
-7.000000e-07,-2.533333e-03,1.140000e-01
-6.800000e-07,5.333333e-03,5.799999e-02
-6.600000e-07,5.333333e-03,1.026667e-01
-6.400000e-07,5.333333e-03,9.133332e-02
-6.200000e-07,-5.866667e-03,-3.333333e-03
-6.000000e-07,-8.133333e-03,2.000000e-03
-5.800000e-07,-7.066667e-03,5.799999e-02
-5.600000e-07,-1.040000e-02,7.999999e-02
-5.400000e-07,-2.533333e-03,6.933333e-02
-5.200000e-07,-3.733333e-03,1.580000e-01
-5.000000e-07,-5.866667e-03,1.026667e-01
-4.800000e-07,5.333333e-03,9.133332e-02
-4.600000e-07,-5.866667e-03,4.666666e-02
-4.400000e-07,-3.733333e-03,7.999999e-02
-4.200000e-07,-1.266667e-02,9.133332e-02
-4.000000e-07,-2.400000e-02,1.246667e-01
-3.800000e-07,-9.333333e-03,9.133332e-02
-3.600000e-07,-1.466667e-03,1.473333e-01
-3.400000e-07,9.866667e-03,9.133332e-02
-3.200000e-07,8.000000e-04,6.933333e-02
-3.000000e-07,-5.866667e-03,5.199999e-02
-2.800000e-07,-8.133333e-03,5.799999e-02
-2.600000e-07,-9.333333e-03,1.866666e-02
-2.400000e-07,-2.173333e-02,5.799999e-02
-2.200000e-07,-4.800000e-03,1.640000e-01
-2.000000e-07,-5.866667e-03,1.246667e-01
-1.800000e-07,6.533334e-03,1.360000e-01
-1.600000e-07,1.893333e-02,5.799999e-02
-1.400000e-07,-1.466667e-03,7.999999e-03
-1.200000e-07,-1.266667e-02,1.360000e-01
-1.000000e-07,-3.733333e-03,4.666666e-02
-8.000000e-08,-1.040000e-02,9.133332e-02
-6.000000e-08,-1.613333e-02,1.140000e-01
-4.000000e-08,1.213333e-02,1.246667e-01
-2.000000e-08,1.666667e-02,7.466666e-02
9.727644e-22,2.360000e-01,9.506665e-01
2.000000e-08,1.247467e+00,3.499333e+00
4.000000e-08,1.273467e+00,3.862000e+00
6.000000e-08,2.243200e+00,4.420000e+00
8.000000e-08,3.036533e+00,4.810666e+00
1.000000e-07,3.046800e+00,4.838666e+00
1.200000e-07,2.238667e+00,4.732666e+00
1.400000e-07,1.671333e+00,4.486666e+00
1.600000e-07,1.531200e+00,4.609333e+00
1.800000e-07,1.372933e+00,4.620666e+00
2.000000e-07,1.104000e+00,4.565333e+00
2.200000e-07,8.553333e-01,4.570666e+00
2.400000e-07,5.976000e-01,4.609333e+00
2.600000e-07,3.761333e-01,4.587333e+00
2.800000e-07,1.749333e-01,4.665333e+00
3.000000e-07,2.000000e-03,4.643333e+00
3.200000e-07,-6.693333e-02,4.676666e+00
3.400000e-07,-4.320000e-02,4.665333e+00
3.600000e-07,-5.866667e-03,4.821333e+00
3.800000e-07,-1.840000e-02,4.771333e+00
4.000000e-07,-2.173333e-02,4.855333e+00
4.200000e-07,-3.866667e-02,4.849333e+00
4.400000e-07,-3.533334e-02,4.832666e+00
4.600000e-07,-1.386667e-02,4.877333e+00
4.800000e-07,-1.493333e-02,4.910666e+00
5.000000e-07,-3.306667e-02,4.838666e+00
5.200000e-07,-3.760000e-02,4.855333e+00
5.400000e-07,-2.626667e-02,4.843999e+00
5.600000e-07,-2.173333e-02,4.877333e+00
5.800000e-07,-2.066667e-02,4.905333e+00
6.000000e-07,-8.133333e-03,4.921999e+00
6.200000e-07,-1.386667e-02,4.938666e+00
6.400000e-07,-1.266667e-02,4.921999e+00
6.600000e-07,-8.133333e-03,4.927333e+00
6.800000e-07,-3.306667e-02,4.944666e+00
7.000000e-07,-1.613333e-02,4.921999e+00
7.200000e-07,-2.173333e-02,4.933333e+00
7.400000e-07,-1.946667e-02,4.927333e+00
7.600000e-07,-2.173333e-02,5.011333e+00
7.800000e-07,-2.533333e-03,5.000000e+00
8.000000e-07,-1.466667e-03,4.988666e+00
8.200000e-07,-9.333333e-03,4.949999e+00
8.400000e-07,-1.493333e-02,4.921999e+00
8.600000e-07,-2.626667e-02,5.022666e+00
8.800000e-07,-2.400000e-02,4.978000e+00
9.000000e-07,-8.133333e-03,4.978000e+00
9.200000e-07,-1.040000e-02,5.055999e+00
9.400000e-07,8.000000e-04,5.022666e+00
9.600000e-07,-1.493333e-02,5.033333e+00
9.800000e-07,-1.946667e-02,5.039333e+00
1.000000e-06,-7.826667e-02,4.710000e+00
1.020000e-06,-9.202667e-01,2.311333e+00
1.040000e-06,-9.462667e-01,1.418666e+00
1.060000e-06,-3.812000e-01,1.307333e+00
1.080000e-06,-2.388000e-01,1.039333e+00
1.100000e-06,-2.625333e-01,7.386666e-01
1.120000e-06,-3.494667e-01,4.486666e-01
1.140000e-06,-3.676000e-01,3.533333e-01
1.160000e-06,-3.721333e-01,2.026666e-01
1.180000e-06,-3.744000e-01,1.080000e-01
1.200000e-06,-3.721333e-01,2.140000e-01
