Time(s),CH1V,CH2V
-2.000000e-06,3.066667e-03,4.666666e-02
-1.980000e-06,-7.066667e-03,7.999999e-02
-1.960000e-06,-1.040000e-02,2.466667e-02
-1.940000e-06,-2.173333e-02,5.199999e-02
-1.920000e-06,-1.466667e-03,3.533333e-02
-1.900000e-06,-9.333333e-03,7.999999e-02
-1.880000e-06,-2.400000e-02,9.133332e-02
-1.860000e-06,6.533334e-03,8.599999e-02
-1.840000e-06,-2.626667e-02,2.466667e-02
-1.820000e-06,3.026667e-02,1.193333e-01
-1.800000e-06,-3.306667e-02,2.000000e-03
-1.780000e-06,-1.160000e-02,9.666666e-02
-1.760000e-06,-3.733333e-03,-9.333332e-03
-1.740000e-06,-7.066667e-03,5.799999e-02
-1.720000e-06,-1.466667e-03,9.133332e-02
-1.700000e-06,2.000000e-03,1.306667e-01
-1.680000e-06,1.666667e-02,1.140000e-01
-1.660000e-06,-2.533333e-03,7.466666e-02
-1.640000e-06,-2.173333e-02,1.140000e-01
-1.620000e-06,-7.066667e-03,5.799999e-02
-1.600000e-06,-2.173333e-02,5.799999e-02
-1.580000e-06,-2.533333e-03,1.333333e-02
-1.560000e-06,-1.040000e-02,1.360000e-01
-1.540000e-06,-1.466667e-03,1.193333e-01
-1.520000e-06,8.000000e-04,3.533333e-02
-1.500000e-06,-1.720000e-02,3.000000e-02
-1.480000e-06,-1.946667e-02,2.000000e-03
-1.460000e-06,-1.613333e-02,3.000000e-02
-1.440000e-06,-1.493333e-02,5.799999e-02
-1.420000e-06,-1.040000e-02,6.933333e-02
-1.400000e-06,-5.866667e-03,5.799999e-02
-1.380000e-06,-8.133333e-03,1.140000e-01
-1.360000e-06,3.066667e-03,9.133332e-02
-1.340000e-06,8.000000e-04,3.533333e-02
-1.320000e-06,-5.866667e-03,3.533333e-02
-1.300000e-06,-1.613333e-02,3.533333e-02
-1.280000e-06,-8.133333e-03,1.140000e-01
-1.260000e-06,-1.613333e-02,9.133332e-02
-1.240000e-06,-3.733333e-03,5.799999e-02
-1.220000e-06,-1.160000e-02,6.933333e-02
-1.200000e-06,3.066667e-03,1.246667e-01
-1.180000e-06,-5.866667e-03,5.799999e-02
-1.160000e-06,-1.493333e-02,-3.133333e-02
-1.140000e-06,-1.493333e-02,4.133333e-02
-1.120000e-06,-2.173333e-02,1.026667e-01
-1.100000e-06,-1.386667e-02,6.333333e-02
-1.080000e-06,-5.866667e-03,1.333333e-02
-1.060000e-06,-5.866667e-03,1.026667e-01
-1.040000e-06,8.000000e-04,7.999999e-02
-1.020000e-06,-2.533333e-03,7.999999e-02
-1.000000e-06,-1.266667e-02,3.533333e-02
-9.800000e-07,-1.386667e-02,7.999999e-02
-9.600000e-07,-1.266667e-02,3.533333e-02
-9.400000e-07,-8.133333e-03,1.026667e-01
-9.200000e-07,-1.266667e-02,1.360000e-01
-9.000000e-07,3.066667e-03,1.080000e-01
-8.800000e-07,-8.133333e-03,1.140000e-01
-8.600000e-07,-2.666667e-04,6.333333e-02
-8.400000e-07,-1.720000e-02,2.000000e-03
-8.200000e-07,-5.866667e-03,2.466667e-02
-8.000000e-07,-1.493333e-02,1.333333e-02
-7.800000e-07,-4.800000e-03,1.026667e-01
-7.600000e-07,-8.133333e-03,1.473333e-01
-7.400000e-07,2.000000e-03,1.193333e-01
-7.200000e-07,-1.466667e-03,5.799999e-02
-7.000000e-07,8.000000e-04,6.333333e-02
-6.800000e-07,-1.720000e-02,2.466667e-02
-6.600000e-07,-8.133333e-03,4.133333e-02
-6.400000e-07,-1.266667e-02,9.133332e-02
-6.200000e-07,-1.266667e-02,1.080000e-01
-6.000000e-07,5.333333e-03,1.360000e-01
-5.800000e-07,-3.733333e-03,6.333333e-02
-5.600000e-07,7.600000e-03,6.933333e-02
-5.400000e-07,-3.733333e-03,6.933333e-02
-5.200000e-07,-1.493333e-02,2.466667e-02
-5.000000e-07,-5.866667e-03,7.999999e-02
-4.800000e-07,-1.493333e-02,9.133332e-02
-4.600000e-07,-7.066667e-03,1.080000e-01
-4.400000e-07,8.000000e-04,1.580000e-01
-4.200000e-07,8.000000e-04,1.246667e-01
-4.000000e-07,-1.466667e-03,7.999999e-02
-3.800000e-07,-2.666667e-04,9.133332e-02
-3.600000e-07,-1.466667e-03,1.246667e-01
-3.400000e-07,-1.266667e-02,7.999999e-02
-3.200000e-07,-1.493333e-02,9.133332e-02
-3.000000e-07,-1.040000e-02,1.306667e-01
-2.800000e-07,8.000000e-04,3.533333e-02
-2.600000e-07,-7.066667e-03,9.666666e-02
-2.400000e-07,9.866667e-03,2.000000e-03
-2.200000e-07,-2.666667e-04,4.133333e-02
-2.000000e-07,-1.040000e-02,5.799999e-02
-1.800000e-07,-9.333333e-03,4.133333e-02
-1.600000e-07,-3.733333e-03,1.140000e-01
-1.400000e-07,-8.133333e-03,1.080000e-01
-1.200000e-07,8.000000e-04,1.246667e-01
-1.000000e-07,-2.666667e-04,1.640000e-01
-8.000000e-08,3.066667e-03,2.140000e-01
-6.000000e-08,3.066667e-03,7.999999e-02
-4.000000e-08,3.066667e-03,2.466667e-02
-2.000000e-08,8.000000e-04,7.999999e-03
9.727644e-22,2.562667e-01,9.613332e-01
2.000000e-08,1.222667e+00,3.516666e+00
4.000000e-08,1.278000e+00,3.795333e+00
6.000000e-08,2.210400e+00,4.342000e+00
8.000000e-08,3.002667e+00,4.855333e+00
1.000000e-07,3.037733e+00,4.782666e+00
1.200000e-07,2.277067e+00,4.620666e+00
1.400000e-07,1.714267e+00,4.459333e+00
1.600000e-07,1.562800e+00,4.587333e+00
1.800000e-07,1.428267e+00,4.576000e+00
2.000000e-07,1.180800e+00,4.576000e+00
2.200000e-07,9.445333e-01,4.604000e+00
2.400000e-07,6.834667e-01,4.587333e+00
2.600000e-07,4.608000e-01,4.520666e+00
2.800000e-07,2.630667e-01,4.464666e+00
3.000000e-07,7.426666e-02,4.582000e+00
3.200000e-07,-7.826667e-02,4.665333e+00
3.400000e-07,-6.920000e-02,4.710000e+00
3.600000e-07,-1.946667e-02,4.765999e+00
3.800000e-07,-3.733333e-03,4.794000e+00
4.000000e-07,-8.133333e-03,4.788000e+00
4.200000e-07,-3.640000e-02,4.765999e+00
4.400000e-07,-3.306667e-02,4.710000e+00
4.600000e-07,-4.320000e-02,4.804666e+00
4.800000e-07,-3.986667e-02,4.799333e+00
5.000000e-07,-2.626667e-02,4.827333e+00
5.200000e-07,-3.306667e-02,4.888666e+00
5.400000e-07,-2.066667e-02,4.855333e+00
5.600000e-07,-2.173333e-02,4.900000e+00
5.800000e-07,-3.080000e-02,4.882666e+00
6.000000e-07,-3.080000e-02,4.866000e+00
6.200000e-07,-3.306667e-02,4.827333e+00
6.400000e-07,-3.080000e-02,4.855333e+00
6.600000e-07,-2.626667e-02,4.910666e+00
6.800000e-07,-1.720000e-02,4.978000e+00
7.000000e-07,-1.720000e-02,4.905333e+00
7.200000e-07,-1.493333e-02,4.910666e+00
7.400000e-07,-2.173333e-02,4.855333e+00
7.600000e-07,-2.626667e-02,4.944666e+00
7.800000e-07,-2.746667e-02,4.927333e+00
8.000000e-07,-3.080000e-02,4.921999e+00
8.200000e-07,-1.840000e-02,4.978000e+00
8.400000e-07,-8.133333e-03,5.044666e+00
8.600000e-07,-1.266667e-02,4.955333e+00
8.800000e-07,-2.173333e-02,4.978000e+00
9.000000e-07,-8.133333e-03,5.011333e+00
9.200000e-07,-1.493333e-02,5.022666e+00
9.400000e-07,-1.946667e-02,5.011333e+00
9.600000e-07,-1.266667e-02,5.044666e+00
9.800000e-07,-2.626667e-02,5.011333e+00
1.000000e-06,-1.946667e-02,5.033333e+00
1.020000e-06,-8.133333e-03,4.944666e+00
1.040000e-06,-3.733333e-03,4.955333e+00
1.060000e-06,-1.720000e-02,5.022666e+00
1.080000e-06,-2.400000e-02,4.955333e+00
1.100000e-06,-1.160000e-02,4.983333e+00
1.120000e-06,-1.266667e-02,5.033333e+00
1.140000e-06,-8.133333e-03,5.105999e+00
1.160000e-06,-5.866667e-03,5.156000e+00
1.180000e-06,-1.040000e-02,5.078000e+00
1.200000e-06,3.933333e-02,5.122666e+00
1.220000e-06,-2.293333e-02,5.044666e+00
1.240000e-06,-5.866667e-03,5.067333e+00
1.260000e-06,-4.964000e-01,3.616666e+00
1.280000e-06,-1.170000e+00,1.497333e+00
1.300000e-06,-5.630667e-01,1.452667e+00
1.320000e-06,-2.590667e-01,1.151333e+00
1.340000e-06,-2.252000e-01,7.939999e-01
1.360000e-06,-3.065333e-01,5.153333e-01
1.380000e-06,-3.608000e-01,3.200000e-01
1.400000e-06,-3.630667e-01,2.586666e-01
1.420000e-06,-3.766667e-01,1.413333e-01
1.440000e-06,-3.721333e-01,1.580000e-01
1.460000e-06,-3.721333e-01,9.133332e-02
1.480000e-06,-4.128000e-01,9.133332e-02
1.500000e-06,-4.332000e-01,9.133332e-02
1.520000e-06,-4.398667e-01,4.666666e-02
1.540000e-06,-4.614667e-01,5.199999e-02
1.560000e-06,-4.557333e-01,2.466667e-02
1.580000e-06,-4.738667e-01,4.666666e-02
1.600000e-06,-4.784000e-01,5.799999e-02
1.620000e-06,-4.806667e-01,1.080000e-01
1.640000e-06,-4.738667e-01,9.133332e-02
1.660000e-06,-4.738667e-01,7.466666e-02
1.680000e-06,-4.738667e-01,1.026667e-01
1.700000e-06,-4.670667e-01,7.999999e-02
1.720000e-06,-4.625333e-01,1.333333e-02
1.740000e-06,-4.761333e-01,9.133332e-02
1.760000e-06,-4.738667e-01,5.799999e-02
1.780000e-06,-4.534667e-01,5.799999e-02
1.800000e-06,-4.512000e-01,1.026667e-01
1.820000e-06,-4.524000e-01,1.306667e-01
1.840000e-06,-4.466667e-01,1.026667e-01
1.860000e-06,-4.636000e-01,7.466666e-02
1.880000e-06,-4.670667e-01,3.533333e-02
1.900000e-06,-4.546667e-01,4.666666e-02
1.920000e-06,-4.693334e-01,1.333333e-02
1.940000e-06,-4.512000e-01,9.666666e-02
1.960000e-06,-4.512000e-01,2.026666e-01
1.980000e-06,-4.466667e-01,1.026667e-01
2.000000e-06,-4.489333e-01,6.933333e-02
2.020000e-06,-4.410667e-01,7.466666e-02
2.040000e-06,-4.534667e-01,2.466667e-02
2.060000e-06,-4.489333e-01,3.533333e-02
2.080000e-06,-4.512000e-01,3.533333e-02
2.100000e-06,-4.524000e-01,7.466666e-02
2.120000e-06,-4.354667e-01,6.933333e-02
2.140000e-06,-4.332000e-01,6.933333e-02
2.160000e-06,-4.354667e-01,1.246667e-01
2.180000e-06,-4.489333e-01,7.999999e-02
2.200000e-06,-4.512000e-01,3.533333e-02
2.220000e-06,-4.444000e-01,1.193333e-01
2.240000e-06,-4.512000e-01,5.799999e-02
2.260000e-06,-4.421333e-01,9.133332e-02
2.280000e-06,-4.332000e-01,1.140000e-01
2.300000e-06,-4.332000e-01,1.080000e-01
2.320000e-06,-4.354667e-01,1.026667e-01
2.340000e-06,-4.309333e-01,7.466666e-02
2.360000e-06,-4.444000e-01,-7.599999e-02
2.380000e-06,-4.501333e-01,6.933333e-02
2.400000e-06,-4.534667e-01,1.026667e-01
2.420000e-06,-4.410667e-01,1.526667e-01
2.440000e-06,-4.354667e-01,1.140000e-01
2.460000e-06,-4.286667e-01,1.360000e-01
2.480000e-06,-4.286667e-01,1.473333e-01
2.500000e-06,-1.946667e-01,1.017333e+00
2.520000e-06,7.196000e-01,3.382666e+00
2.540000e-06,3.693333e-01,3.656000e+00
2.560000e-06,9.253333e-01,4.141333e+00
2.580000e-06,1.858933e+00,4.749333e+00
2.600000e-06,2.292933e+00,4.921999e+00
2.620000e-06,1.788800e+00,4.704666e+00
2.640000e-06,1.052000e+00,4.609333e+00
2.660000e-06,7.672000e-01,4.531333e+00
2.680000e-06,6.428000e-01,4.587333e+00
2.700000e-06,4.506667e-01,4.592666e+00
2.720000e-06,2.608000e-01,4.631999e+00
2.740000e-06,1.786667e-02,4.665333e+00
2.760000e-06,-9.186666e-02,4.631999e+00
2.780000e-06,-8.280000e-02,4.715333e+00
2.800000e-06,-1.493333e-02,4.765999e+00
2.820000e-06,3.066667e-03,4.849333e+00
2.840000e-06,-2.173333e-02,4.843999e+00
2.860000e-06,-5.453333e-02,4.821333e+00
2.880000e-06,-3.986667e-02,4.855333e+00
2.900000e-06,-3.866667e-02,4.944666e+00
2.920000e-06,-3.080000e-02,4.978000e+00
2.940000e-06,-3.533334e-02,4.877333e+00
2.960000e-06,-2.173333e-02,4.944666e+00
2.980000e-06,-2.626667e-02,4.888666e+00
3.000000e-06,-3.080000e-02,4.966666e+00
3.020000e-06,-3.866667e-02,4.938666e+00
3.040000e-06,-3.760000e-02,4.866000e+00
3.060000e-06,-2.400000e-02,4.933333e+00
3.080000e-06,-2.626667e-02,4.933333e+00
3.100000e-06,-1.840000e-02,4.944666e+00
3.120000e-06,-2.173333e-02,4.955333e+00
3.140000e-06,-1.720000e-02,4.938666e+00
3.160000e-06,-2.626667e-02,4.966666e+00
3.180000e-06,-2.960000e-02,4.994666e+00
3.200000e-06,-2.626667e-02,4.978000e+00
3.220000e-06,-1.946667e-02,5.000000e+00
3.240000e-06,-2.173333e-02,5.089333e+00
3.260000e-06,-1.613333e-02,5.000000e+00
3.280000e-06,-1.266667e-02,5.067333e+00
3.300000e-06,-2.400000e-02,5.006000e+00
3.320000e-06,-2.400000e-02,4.955333e+00
3.340000e-06,-1.613333e-02,5.027999e+00
3.360000e-06,-2.626667e-02,5.000000e+00
3.380000e-06,-2.520000e-02,5.067333e+00
3.400000e-06,-1.946667e-02,5.033333e+00
3.420000e-06,-1.840000e-02,5.112000e+00
3.440000e-06,-1.493333e-02,5.100666e+00
3.460000e-06,-1.720000e-02,5.067333e+00
3.480000e-06,-2.173333e-02,5.067333e+00
3.500000e-06,-2.066667e-02,5.033333e+00
3.520000e-06,-2.400000e-02,5.078000e+00
3.540000e-06,-2.520000e-02,5.089333e+00
3.560000e-06,-1.266667e-02,5.112000e+00
3.580000e-06,-1.160000e-02,5.112000e+00
3.600000e-06,-1.493333e-02,5.022666e+00
3.620000e-06,4.266667e-03,5.061333e+00
3.640000e-06,-2.173333e-02,5.122666e+00
3.660000e-06,-2.853333e-02,5.105999e+00
3.680000e-06,-2.626667e-02,5.100666e+00
3.700000e-06,1.560000e-02,5.150666e+00
3.720000e-06,-2.626667e-02,5.122666e+00
3.740000e-06,-1.040000e-02,5.061333e+00
3.760000e-06,-4.738667e-01,3.639333e+00
3.780000e-06,-1.185867e+00,1.486000e+00
3.800000e-06,-5.733333e-01,1.374667e+00
3.820000e-06,-2.805333e-01,1.073333e+00
3.840000e-06,-2.320000e-01,7.493333e-01
3.860000e-06,-3.110667e-01,5.099999e-01
3.880000e-06,-3.676000e-01,4.260000e-01
3.900000e-06,-3.529333e-01,3.366666e-01
3.920000e-06,-3.698667e-01,2.026666e-01
3.940000e-06,-3.721333e-01,6.933333e-02
3.960000e-06,-3.585333e-01,1.360000e-01
3.980000e-06,-4.264000e-01,9.133332e-02
4.000000e-06,-4.534667e-01,6.933333e-02
4.020000e-06,-4.410667e-01,1.306667e-01
4.040000e-06,-4.716000e-01,1.473333e-01
4.060000e-06,-4.614667e-01,9.666666e-02
4.080000e-06,-4.602667e-01,9.133332e-02
4.100000e-06,-4.817334e-01,6.933333e-02
4.120000e-06,-4.918667e-01,5.799999e-02
4.140000e-06,-4.896000e-01,9.133332e-02
4.160000e-06,-4.829333e-01,5.799999e-02
4.180000e-06,-4.829333e-01,8.599999e-02
4.200000e-06,-4.761333e-01,1.806667e-01
4.220000e-06,-4.704000e-01,1.193333e-01
4.240000e-06,-4.648000e-01,1.360000e-01
4.260000e-06,-4.772000e-01,3.000000e-02
4.280000e-06,-4.557333e-01,6.933333e-02
4.300000e-06,-4.636000e-01,7.466666e-02
4.320000e-06,-4.761333e-01,6.933333e-02
4.340000e-06,-4.625333e-01,7.466666e-02
4.360000e-06,-4.580000e-01,1.580000e-01
4.380000e-06,-4.478667e-01,1.026667e-01
4.400000e-06,-4.466667e-01,1.026667e-01
4.420000e-06,-4.580000e-01,4.133333e-02
4.440000e-06,-4.670667e-01,1.333333e-02
4.460000e-06,-4.625333e-01,2.466667e-02
4.480000e-06,-4.648000e-01,1.333333e-02
4.500000e-06,-4.557333e-01,9.133332e-02
4.520000e-06,-4.580000e-01,9.133332e-02
4.540000e-06,-4.410667e-01,1.026667e-01
4.560000e-06,-4.580000e-01,1.473333e-01
4.580000e-06,-4.524000e-01,6.933333e-02
4.600000e-06,-4.466667e-01,9.133332e-02
4.620000e-06,-4.524000e-01,3.533333e-02
4.640000e-06,-4.512000e-01,9.133332e-02
4.660000e-06,-4.546667e-01,9.133332e-02
4.680000e-06,-4.466667e-01,1.026667e-01
4.700000e-06,-4.444000e-01,9.133332e-02
4.720000e-06,-4.444000e-01,6.933333e-02
4.740000e-06,-4.546667e-01,3.533333e-02
4.760000e-06,-4.466667e-01,1.333333e-02
4.780000e-06,-4.614667e-01,4.133333e-02
4.800000e-06,-4.625333e-01,1.026667e-01
4.820000e-06,-4.478667e-01,5.799999e-02
4.840000e-06,-4.512000e-01,9.133332e-02
4.860000e-06,-4.489333e-01,8.599999e-02
4.880000e-06,-4.444000e-01,1.473333e-01
4.900000e-06,-4.524000e-01,6.933333e-02
4.920000e-06,-4.512000e-01,1.246667e-01
4.940000e-06,-4.512000e-01,5.199999e-02
4.960000e-06,-4.466667e-01,1.140000e-01
4.980000e-06,-4.444000e-01,1.413333e-01
5.000000e-06,-2.025333e-01,1.084000e+00
5.020000e-06,6.970667e-01,3.382666e+00
5.040000e-06,3.196000e-01,3.650000e+00
5.060000e-06,7.468000e-01,4.073999e+00
5.080000e-06,1.619333e+00,4.486666e+00
5.100000e-06,2.134667e+00,4.810666e+00
5.120000e-06,1.802400e+00,4.665333e+00
5.140000e-06,1.102800e+00,4.592666e+00
5.160000e-06,7.761334e-01,4.631999e+00
5.180000e-06,6.292000e-01,4.626666e+00
5.200000e-06,4.913333e-01,4.576000e+00
5.220000e-06,3.060000e-01,4.547999e+00
5.240000e-06,6.640000e-02,4.520666e+00
5.260000e-06,-6.466667e-02,4.631999e+00
5.280000e-06,-9.186666e-02,4.643333e+00
5.300000e-06,-3.186667e-02,4.688000e+00
5.320000e-06,8.000000e-04,4.799333e+00
5.340000e-06,-1.840000e-02,4.838666e+00
5.360000e-06,-3.986667e-02,4.765999e+00
5.380000e-06,-4.546667e-02,4.765999e+00
5.400000e-06,-4.666667e-02,4.832666e+00
5.420000e-06,-3.186667e-02,4.810666e+00
5.440000e-06,-3.533334e-02,4.832666e+00
5.460000e-06,-2.960000e-02,4.877333e+00
5.480000e-06,-2.173333e-02,4.900000e+00
5.500000e-06,-2.626667e-02,4.849333e+00
5.520000e-06,-3.080000e-02,4.900000e+00
5.540000e-06,-1.386667e-02,4.821333e+00
5.560000e-06,-3.080000e-02,4.877333e+00
5.580000e-06,-2.853333e-02,4.860666e+00
5.600000e-06,-3.080000e-02,4.910666e+00
5.620000e-06,-2.520000e-02,4.938666e+00
5.640000e-06,-2.173333e-02,4.933333e+00
5.660000e-06,-1.386667e-02,4.994666e+00
5.680000e-06,-8.133333e-03,4.933333e+00
5.700000e-06,-2.400000e-02,4.910666e+00
5.720000e-06,-2.173333e-02,4.933333e+00
5.740000e-06,-2.173333e-02,4.933333e+00
5.760000e-06,-3.986667e-02,4.888666e+00
