Time(s),CH1V,CH2V
-1.000000e-06,4.904000e+00,-1.568800e+00
-9.900000e-07,4.875733e+00,-1.651600e+00
-9.800000e-07,4.921333e+00,-1.704533e+00
-9.700000e-07,4.929867e+00,-1.778133e+00
-9.600000e-07,4.951734e+00,-1.833333e+00
-9.500000e-07,4.964800e+00,-1.898267e+00
-9.400000e-07,4.977600e+00,-1.955200e+00
-9.300000e-07,5.008000e+00,-2.010400e+00
-9.200000e-07,5.016800e+00,-2.072533e+00
-9.100000e-07,5.048267e+00,-2.124800e+00
-9.000000e-07,5.036267e+00,-2.176000e+00
-8.900000e-07,5.067733e+00,-2.215067e+00
-8.800000e-07,5.051467e+00,-2.251867e+00
-8.700000e-07,5.066667e+00,-2.299600e+00
-8.600000e-07,5.070933e+00,-2.338133e+00
-8.500000e-07,5.106667e+00,-2.382400e+00
-8.400000e-07,5.116533e+00,-2.401467e+00
-8.300000e-07,5.039467e+00,-2.438267e+00
-8.200000e-07,4.994934e+00,-2.461200e+00
-8.100000e-07,4.981067e+00,-2.496800e+00
-8.000000e-07,5.086133e+00,-2.516400e+00
-7.900000e-07,5.118667e+00,-2.522133e+00
-7.800000e-07,5.114400e+00,-2.550933e+00
-7.700000e-07,4.993867e+00,-2.550400e+00
-7.600000e-07,4.882400e+00,-2.569333e+00
-7.500000e-07,4.963733e+00,-2.549733e+00
-7.400000e-07,5.064533e+00,-2.564667e+00
-7.300000e-07,5.081867e+00,-2.565333e+00
-7.200000e-07,4.960267e+00,-2.550933e+00
-7.100000e-07,4.947467e+00,-2.530800e+00
-7.000000e-07,5.016800e+00,-2.517600e+00
-6.900000e-07,5.065600e+00,-2.500267e+00
-6.800000e-07,5.029867e+00,-2.470400e+00
-6.700000e-07,4.962400e+00,-2.447467e+00
-6.600000e-07,5.010133e+00,-2.420933e+00
-6.500000e-07,5.037333e+00,-2.380133e+00
-6.400000e-07,5.094934e+00,-2.357733e+00
-6.300000e-07,5.084000e+00,-2.314533e+00
