Time(s),CH1V,CH2V
-1.000000e-06,4.960267e+00,-1.610267e+00
-9.900000e-07,4.999467e+00,-1.632000e+00
-9.800000e-07,4.990667e+00,-1.672267e+00
-9.700000e-07,5.022133e+00,-1.693600e+00
-9.600000e-07,4.994934e+00,-1.722933e+00
-9.500000e-07,5.017867e+00,-1.752800e+00
-9.400000e-07,5.027467e+00,-1.778133e+00
-9.300000e-07,5.023200e+00,-1.805733e+00
-9.200000e-07,5.051467e+00,-1.808000e+00
-9.100000e-07,5.024267e+00,-1.833867e+00
-9.000000e-07,5.055733e+00,-1.837867e+00
-8.900000e-07,5.046134e+00,-1.860933e+00
-8.800000e-07,5.081867e+00,-1.851733e+00
-8.700000e-07,5.068800e+00,-1.857467e+00
-8.600000e-07,5.079733e+00,-1.872400e+00
-8.500000e-07,5.085067e+00,-1.861467e+00
-8.400000e-07,5.073067e+00,-1.881600e+00
-8.300000e-07,5.097067e+00,-1.863200e+00
-8.200000e-07,5.075200e+00,-1.865467e+00
-8.100000e-07,5.099200e+00,-1.843067e+00
-8.000000e-07,5.068800e+00,-1.844800e+00
-7.900000e-07,5.062400e+00,-1.828133e+00
-7.800000e-07,5.053600e+00,-1.800000e+00
-7.700000e-07,5.039467e+00,-1.797600e+00
-7.600000e-07,5.064533e+00,-1.764267e+00
-7.500000e-07,5.028800e+00,-1.755067e+00
-7.400000e-07,5.075200e+00,-1.725200e+00
-7.300000e-07,5.014667e+00,-1.691333e+00
-7.200000e-07,5.051467e+00,-1.665467e+00
-7.100000e-07,5.030933e+00,-1.625733e+00
-7.000000e-07,5.055733e+00,-1.598667e+00
-6.900000e-07,5.067733e+00,-1.561867e+00
-6.800000e-07,5.038400e+00,-1.511333e+00
-6.700000e-07,5.065600e+00,-1.469333e+00
-6.600000e-07,5.049334e+00,-1.444667e+00
-6.500000e-07,5.075200e+00,-1.392267e+00
-6.400000e-07,5.042667e+00,-1.350267e+00
-6.300000e-07,5.075200e+00,-1.306000e+00
-6.200000e-07,5.070933e+00,-1.253733e+00
-6.100000e-07,5.074133e+00,-1.204267e+00
-6.000000e-07,5.077600e+00,-1.157067e+00
-5.900000e-07,5.079733e+00,-1.114000e+00
-5.800000e-07,5.112267e+00,-1.050133e+00
-5.700000e-07,5.091467e+00,-1.009333e+00
-5.600000e-07,5.112267e+00,-9.524000e-01
-5.500000e-07,5.098134e+00,-8.972000e-01
-5.400000e-07,5.097067e+00,-8.592000e-01
-5.300000e-07,5.102400e+00,-8.034667e-01
-5.200000e-07,5.081867e+00,-7.592000e-01
-5.100000e-07,5.093867e+00,-6.925333e-01
-5.000000e-07,5.064533e+00,-6.557333e-01
-4.900000e-07,5.110133e+00,-5.982667e-01
-4.800000e-07,5.064533e+00,-5.545334e-01
-4.700000e-07,5.075200e+00,-5.062667e-01
-4.600000e-07,5.053600e+00,-4.441333e-01
-4.500000e-07,5.062400e+00,-4.016000e-01
-4.400000e-07,5.068800e+00,-3.406667e-01
-4.300000e-07,5.042667e+00,-3.014667e-01
-4.200000e-07,5.051467e+00,-2.497333e-01
-4.100000e-07,5.025333e+00,-2.124000e-01
-4.000000e-07,5.042667e+00,-1.542667e-01
-3.900000e-07,5.029867e+00,-1.169333e-01
-3.800000e-07,5.029867e+00,-6.346667e-02
-3.700000e-07,5.012533e+00,-3.240000e-02
-3.600000e-07,4.994934e+00,1.360000e-02
-3.500000e-07,5.002667e+00,5.213333e-02
-3.400000e-07,5.005867e+00,8.946667e-02
-3.300000e-07,5.021067e+00,1.332000e-01
-3.200000e-07,4.999467e+00,1.653333e-01
-3.100000e-07,5.016800e+00,2.160000e-01
-3.000000e-07,5.008000e+00,2.448000e-01
-2.900000e-07,5.018933e+00,2.682667e-01
-2.800000e-07,5.034133e+00,3.102667e-01
-2.700000e-07,5.018933e+00,3.368000e-01
-2.600000e-07,5.036267e+00,3.552000e-01
-2.500000e-07,5.016800e+00,3.960000e-01
-2.400000e-07,5.038400e+00,4.000000e-01
-2.300000e-07,5.020000e+00,4.333333e-01
-2.200000e-07,5.014667e+00,4.482667e-01
-2.100000e-07,5.012533e+00,4.666667e-01
-2.000000e-07,5.003733e+00,4.689333e-01
-1.900000e-07,5.014667e+00,4.989333e-01
-1.800000e-07,4.994934e+00,4.977333e-01
-1.700000e-07,5.000534e+00,5.074667e-01
-1.600000e-07,4.986400e+00,5.057333e-01
-1.500000e-07,5.011200e+00,5.116000e-01
-1.400000e-07,4.997334e+00,5.208000e-01
-1.300000e-07,4.990667e+00,5.248000e-01
-1.200000e-07,4.994934e+00,5.265334e-01
-1.100000e-07,4.964800e+00,5.213333e-01
-1.000000e-07,4.984267e+00,5.092000e-01
-9.000000e-08,4.948534e+00,5.086667e-01
-8.000000e-08,4.969067e+00,4.965333e-01
-7.000000e-08,4.939734e+00,5.024000e-01
-6.000000e-08,4.949600e+00,4.770667e-01
-5.000000e-08,4.962400e+00,4.788000e-01
-4.000000e-08,4.947467e+00,4.437333e-01
-3.000000e-08,2.253867e+00,4.420000e-01
-2.000000e-08,-4.029333e-01,4.218667e-01
-1.000000e-08,-5.981333e-01,4.206667e-01
4.863822e-22,-7.546667e-02,3.861333e-01
1.000000e-08,2.042667e-01,3.718667e-01
2.000000e-08,1.696000e-01,3.517333e-01
3.000000e-08,1.392000e-01,3.396000e-01
4.000000e-08,4.320000e-01,3.010667e-01
5.000000e-08,1.674667e-01,2.873333e-01
6.000000e-08,7.626667e-02,2.229333e-01
7.000000e-08,-9.920000e-02,2.413333e-01
8.000000e-08,3.306667e-02,1.745333e-01
9.000000e-08,1.989333e-01,1.832000e-01
1.000000e-07,1.573333e-02,1.620000e-01
1.100000e-07,-7.866666e-02,1.717333e-01
1.200000e-07,9.813333e-02,1.585333e-01
1.300000e-07,1.600000e-03,1.625333e-01
1.400000e-07,2.640000e-02,1.734667e-01
1.500000e-07,2.162667e-01,1.953333e-01
1.600000e-07,2.282667e-01,1.953333e-01
1.700000e-07,2.248000e-01,2.137333e-01
1.800000e-07,2.781333e-01,2.264000e-01
1.900000e-07,2.714667e-01,2.332000e-01
2.000000e-07,2.237333e-01,2.505333e-01
2.100000e-07,3.570667e-01,2.361333e-01
2.200000e-07,5.384000e-01,2.734667e-01
2.300000e-07,4.026667e-01,2.498667e-01
2.400000e-07,3.149333e-01,2.781333e-01
2.500000e-07,3.050667e-01,2.826667e-01
2.600000e-07,3.234667e-01,3.102667e-01
2.700000e-07,3.376000e-01,3.286667e-01
2.800000e-07,3.061333e-01,3.286667e-01
2.900000e-07,3.018667e-01,3.585333e-01
3.000000e-07,2.021333e-01,3.769333e-01
3.100000e-07,2.173333e-01,3.913333e-01
3.200000e-07,2.498667e-01,4.229333e-01
3.300000e-07,2.608000e-01,4.333333e-01
3.400000e-07,1.240000e-01,4.609333e-01
3.500000e-07,2.000000e-02,4.788000e-01
3.600000e-07,8.933333e-02,5.057333e-01
3.700000e-07,5.893333e-02,5.248000e-01
3.800000e-07,-1.253333e-02,5.633333e-01
3.900000e-07,-3.546667e-02,5.880000e-01
4.000000e-07,6.320000e-02,6.253334e-01
4.100000e-07,3.328267e+00,6.454667e-01
4.200000e-07,5.361600e+00,6.956000e-01
4.300000e-07,5.535200e+00,7.300000e-01
4.400000e-07,5.164267e+00,7.633333e-01
4.500000e-07,5.027467e+00,8.030667e-01
4.600000e-07,5.012533e+00,8.289334e-01
4.700000e-07,5.113333e+00,8.697333e-01
4.800000e-07,5.077600e+00,8.921334e-01
4.900000e-07,5.158933e+00,9.238667e-01
5.000000e-07,5.168533e+00,9.600000e-01
5.100000e-07,5.075200e+00,9.766667e-01
5.200000e-07,4.934400e+00,1.007200e+00
5.300000e-07,4.892000e+00,1.047467e+00
5.400000e-07,5.160000e+00,1.070400e+00
5.500000e-07,5.177333e+00,1.092800e+00
5.600000e-07,5.094934e+00,1.133733e+00
5.700000e-07,5.078667e+00,1.135467e+00
5.800000e-07,5.170667e+00,1.169333e+00
5.900000e-07,5.148000e+00,1.188267e+00
6.000000e-07,5.016800e+00,1.200400e+00
6.100000e-07,5.127467e+00,1.222267e+00
6.200000e-07,5.047200e+00,1.234933e+00
6.300000e-07,4.951734e+00,1.248133e+00
6.400000e-07,4.960267e+00,1.280933e+00
6.500000e-07,5.024267e+00,1.285467e+00
6.600000e-07,5.005867e+00,1.318800e+00
6.700000e-07,4.830133e+00,1.331467e+00
6.800000e-07,4.973333e+00,1.336133e+00
6.900000e-07,4.886667e+00,1.393067e+00
7.000000e-07,4.804267e+00,1.391333e+00
7.100000e-07,4.911467e+00,1.421733e+00
7.200000e-07,5.220533e+00,1.458000e+00
7.300000e-07,5.078667e+00,1.417733e+00
7.400000e-07,4.737067e+00,1.453333e+00
7.500000e-07,4.861600e+00,1.485600e+00
7.600000e-07,5.190134e+00,1.469467e+00
7.700000e-07,5.015733e+00,1.472933e+00
7.800000e-07,4.708800e+00,1.468400e+00
7.900000e-07,5.023200e+00,1.471200e+00
8.000000e-07,5.021067e+00,1.469467e+00
8.100000e-07,4.758667e+00,1.467733e+00
8.200000e-07,4.956000e+00,1.467200e+00
8.300000e-07,5.070933e+00,1.447067e+00
8.400000e-07,4.921333e+00,1.451067e+00
8.500000e-07,4.923467e+00,1.433867e+00
8.600000e-07,5.053600e+00,1.420000e+00
8.700000e-07,5.002667e+00,1.395333e+00
8.800000e-07,4.982133e+00,1.377467e+00
8.900000e-07,5.075200e+00,1.345867e+00
9.000000e-07,5.084000e+00,1.306133e+00
9.100000e-07,4.984267e+00,1.279200e+00
9.200000e-07,4.886667e+00,1.244133e+00
9.300000e-07,4.959200e+00,1.207333e+00
9.400000e-07,4.990667e+00,1.165867e+00
9.500000e-07,4.933333e+00,1.124533e+00
9.600000e-07,4.860533e+00,1.076133e+00
9.700000e-07,4.884533e+00,1.021600e+00
9.800000e-07,4.893067e+00,9.796000e-01
9.900000e-07,4.897600e+00,9.428000e-01
1.000000e-06,4.956000e+00,8.945333e-01
1.010000e-06,4.895200e+00,8.289334e-01
1.020000e-06,4.873600e+00,7.841333e-01
1.030000e-06,4.868267e+00,7.214667e-01
1.040000e-06,4.925600e+00,6.576000e-01
1.050000e-06,4.880000e+00,6.104000e-01
1.060000e-06,4.862667e+00,5.402667e-01
1.070000e-06,4.873600e+00,4.850667e-01
1.080000e-06,4.838933e+00,4.114667e-01
1.090000e-06,4.859467e+00,3.580000e-01
1.100000e-06,4.849867e+00,2.826667e-01
1.110000e-06,4.910400e+00,2.274667e-01
1.120000e-06,4.890934e+00,1.493333e-01
1.130000e-06,4.897600e+00,1.021333e-01
1.140000e-06,4.914933e+00,3.320000e-02
1.150000e-06,4.944000e+00,-3.880000e-02
1.160000e-06,4.986400e+00,-8.986667e-02
1.170000e-06,4.970133e+00,-1.726667e-01
1.180000e-06,4.997334e+00,-2.348000e-01
1.190000e-06,4.963733e+00,-3.245333e-01
1.200000e-06,4.960267e+00,-3.842667e-01
1.210000e-06,4.964800e+00,-4.578667e-01
1.220000e-06,4.982133e+00,-5.246667e-01
1.230000e-06,4.968000e+00,-5.958667e-01
1.240000e-06,4.938667e+00,-6.626667e-01
1.250000e-06,4.991734e+00,-7.281333e-01
1.260000e-06,4.956000e+00,-7.948000e-01
1.270000e-06,4.983200e+00,-8.529333e-01
1.280000e-06,4.969067e+00,-9.178666e-01
1.290000e-06,4.985333e+00,-9.829333e-01
1.300000e-06,4.971200e+00,-1.051333e+00
1.310000e-06,4.954933e+00,-1.115200e+00
1.320000e-06,4.969067e+00,-1.161733e+00
1.330000e-06,4.965867e+00,-1.237067e+00
1.340000e-06,4.969067e+00,-1.285867e+00
1.350000e-06,4.918133e+00,-1.342267e+00
1.360000e-06,4.934400e+00,-1.389467e+00
1.370000e-06,4.932267e+00,-1.430267e+00
1.380000e-06,4.932267e+00,-1.478000e+00
1.390000e-06,4.942934e+00,-1.520000e+00
1.400000e-06,4.942934e+00,-1.568800e+00
1.410000e-06,4.989600e+00,-1.589467e+00
1.420000e-06,4.988533e+00,-1.642400e+00
1.430000e-06,5.017867e+00,-1.656267e+00
1.440000e-06,5.021067e+00,-1.697600e+00
1.450000e-06,5.017867e+00,-1.726400e+00
1.460000e-06,5.005867e+00,-1.742400e+00
1.470000e-06,5.023200e+00,-1.793067e+00
1.480000e-06,5.034133e+00,-1.780400e+00
1.490000e-06,5.024267e+00,-1.828667e+00
1.500000e-06,5.062400e+00,-1.826400e+00
1.510000e-06,5.050400e+00,-1.847067e+00
1.520000e-06,5.060000e+00,-1.858667e+00
1.530000e-06,5.045067e+00,-1.866133e+00
1.540000e-06,5.070933e+00,-1.868933e+00
1.550000e-06,5.074133e+00,-1.864400e+00
1.560000e-06,5.073067e+00,-1.874667e+00
1.570000e-06,5.096000e+00,-1.865467e+00
1.580000e-06,5.084000e+00,-1.875867e+00
1.590000e-06,5.114400e+00,-1.860400e+00
1.600000e-06,5.064533e+00,-1.872400e+00
1.610000e-06,5.094934e+00,-1.839600e+00
1.620000e-06,5.068800e+00,-1.829867e+00
1.630000e-06,5.050400e+00,-1.820667e+00
1.640000e-06,5.064533e+00,-1.796533e+00
1.650000e-06,5.057867e+00,-1.777600e+00
1.660000e-06,5.060000e+00,-1.756267e+00
1.670000e-06,5.051467e+00,-1.730400e+00
1.680000e-06,5.064533e+00,-1.693067e+00
1.690000e-06,5.040534e+00,-1.667733e+00
1.700000e-06,5.055733e+00,-1.642400e+00
1.710000e-06,5.058933e+00,-1.599333e+00
1.720000e-06,5.034133e+00,-1.575733e+00
1.730000e-06,5.063467e+00,-1.525733e+00
1.740000e-06,5.040534e+00,-1.491733e+00
1.750000e-06,5.072000e+00,-1.451467e+00
1.760000e-06,5.060000e+00,-1.414667e+00
1.770000e-06,5.073067e+00,-1.367600e+00
1.780000e-06,5.053600e+00,-1.316933e+00
1.790000e-06,5.063467e+00,-1.274400e+00
1.800000e-06,5.086133e+00,-1.207733e+00
1.810000e-06,5.079733e+00,-1.172000e+00
1.820000e-06,5.088267e+00,-1.112267e+00
1.830000e-06,5.094934e+00,-1.073733e+00
1.840000e-06,5.125067e+00,-1.019067e+00
